IndividualID,Forenames,Surname,Portrait Filename,Alias,Gender,has Portrait?,is Dragoman?,Apprentice only,BirthDate,BirthLocation,DeathDate,DeathLocation,Occupation,LifeSpan,Relation,BudgieCode,Ahnentafel,HasRangedBirthDate,HasParents,CensusFactCount,MarriageDates,MarriageLocations,RelationToRoot,BirthStart,BirthEnd,DeathStart,DeathEnd,FamilyIDsAsParent,FamilyIDsAsChild,ChildrenCount,MarriageCount
I0210,Benedetto,Brutti,,,M,,Y,,UNKNOWN,,1618,Corfu,Venetian Dragoman,Unknown,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/1618 12:00:00 AM,12/31/1618 12:00:00 AM,F0071,F0055,1,1
I0212,Catarina,Brutti,,,F,,,,UNKNOWN,,< 1613,,,Unknown,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/1612 12:00:00 AM,12/31/1612 12:00:00 AM,F0072,F0059,0,1
I0215,Barnabà,Brutti,,,M,,Y,,ca. 1590,,1660,,"Elected Dragoman, Raise of 10 Ducats a Month for His 7 Yrs of Continuous Service in Turkish, Slavic, Albanian",69 to 71,By Marriage,,0,FALSE,TRUE,0,UNKNOWN; UNKNOWN,,,1/1/1589 12:00:00 AM,12/31/1590 12:00:00 AM,1/1/1660 12:00:00 AM,12/31/1660 12:00:00 AM,"F0074,F0075",F0059,0,2
I0218,Bartolomeo,Brutti,,,M,,Y,,ca. 1600,,22 Nov 1624,,Gdl,23 to 25,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1599 12:00:00 AM,12/31/1600 12:00:00 AM,11/22/1624 12:00:00 AM,11/22/1624 12:00:00 AM,,F0059,0,0
I0219,Bradamante,Brutti,,,F,,,,UNKNOWN,,> 1624,,Nun in Convent of S. Biagio in Capodistria (Luca 2008: 111-2),Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/1625 12:00:00 AM,1/1/1625 12:00:00 AM,,F0059,0,0
I0220,Christoforo,Brutti,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0059,0,0
I0221,Antonio,Brutti,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0059,0,0
I0222,Oria,Brutti,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0059,0,0
I0410,Bartolomeo,Brutti,,,M,,Y,,ca. 1693,,> 1731,,Venetian Dragoman Under Memmo,>= 110,Unknown,,0,FALSE,FALSE,0,,,,12/31/1699 12:00:00 AM,12/31/1699 12:00:00 AM,1/1/1732 12:00:00 AM,1/1/1732 12:00:00 AM,,,0,0
I0395,Marin,Calavrò Imberti,,,M,,Y,,< 1700,,> 1761,,Venetian Dragoman,>= 110,Unknown,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/1699 12:00:00 AM,12/31/1699 12:00:00 AM,1/1/1762 12:00:00 AM,1/1/1762 12:00:00 AM,F0128,,3,1
I0396,Marco,Calavrò Imberti,,,M,,,,< 1738,,,,,>= 110,Unknown,,0,FALSE,TRUE,0,,,,12/31/1737 12:00:00 AM,12/31/1737 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0128,0,0
I0397,Giovanni Battista,Calavrò Imberti,,,M,,Y,,1738,,1793,,Gdl,54 to 55,Unknown,,0,FALSE,TRUE,0,,,,1/1/1738 12:00:00 AM,12/31/1738 12:00:00 AM,1/1/1793 12:00:00 AM,12/31/1793 12:00:00 AM,,F0128,0,0
I0401,Cosmo,Calavrò Imberti,,,M,,Y,,< 1737,,> 1799,,"Public Dragoman, Already Mentioned Ca. 1761",>= 110,Unknown,,0,FALSE,TRUE,0,,,,12/31/1736 12:00:00 AM,12/31/1736 12:00:00 AM,1/1/1800 12:00:00 AM,1/1/1800 12:00:00 AM,,F0128,0,0
I0040,Cassandra,Cantacuzanus,,,F,,,,< 1630,,1678,,,>= 48,Linked by Marriages,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/1629 12:00:00 AM,12/31/1629 12:00:00 AM,1/1/1678 12:00:00 AM,12/31/1678 12:00:00 AM,F0013,,3,1
I0292,Cassandra,Cantacuzanus,,,F,,,,UNKNOWN,,,,,Unknown,Linked by Marriages,,0,FALSE,TRUE,0,1700,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0095,F0096,1,1
I0293,Demetrius,Cantacuzanus,,,M,,,,1620,,1686,,,65 to 66,Linked by Marriages,,0,FALSE,FALSE,0,UNKNOWN,,,1/1/1620 12:00:00 AM,12/31/1620 12:00:00 AM,1/1/1686 12:00:00 AM,12/31/1686 12:00:00 AM,F0096,,1,1
I0182,Gioia,Capellichio,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0065,,6,1
I0285,Cocona,Caradja,,,F,,,,< 1591,,,,,>= 110,Linked by Marriages,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/1590 12:00:00 AM,12/31/1590 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0088,F0152,3,1
I0474,Constantin,Caradja,,,M,,,,< 1540,,1591,,Archonte Du Patriarcat,>= 51,Linked by Marriages,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/1539 12:00:00 AM,12/31/1539 12:00:00 AM,1/1/1591 12:00:00 AM,12/31/1591 12:00:00 AM,F0152,,2,1
I0475,Dumitrascu,Caradja,,,M,,,,< 1555,,,,,>= 110,Linked by Marriages,,0,FALSE,TRUE,0,,,,12/31/1554 12:00:00 AM,12/31/1554 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0152,0,0
I0172,Demostenio,Carerio,,,M,,,,UNKNOWN,,,,Roman Merchant,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0061,,0,1
I0126,Girolamo,Carli,,,M,,,,< 1626,,,,,>= 110,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/1625 12:00:00 AM,12/31/1625 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0049,,6,1
I0386,Rinaldo,Carli,,,M,,,,< 1700,,1757,,,>= 57,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/1699 12:00:00 AM,12/31/1699 12:00:00 AM,1/1/1757 12:00:00 AM,12/31/1757 12:00:00 AM,F0125,F0154,5,1
I0387,Gian Rinaldo,Carli,,,M,,,,1720,,1795,,Scholar,74 to 75,By Marriage,,0,FALSE,TRUE,0,1747; 1752,,,1/1/1720 12:00:00 AM,12/31/1720 12:00:00 AM,1/1/1795 12:00:00 AM,12/31/1795 12:00:00 AM,"F0126,F0127",F0125,1,2
I0390,Sebastiano,Carli,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0125,0,0
I0391,Girolamo,Carli,,,M,,,,ca. 1725,,1799,,"Avvocato Fiscale, Consiglier Aulico, Capo Del Tribunale Criminale & Preside Di Polizia a Milano",73 to 75,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1724 12:00:00 AM,12/31/1725 12:00:00 AM,1/1/1799 12:00:00 AM,12/31/1799 12:00:00 AM,,F0125,0,0
I0477,Stefano,Carli,,,M,,,,UNKNOWN,,1728,,,Unknown,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/1728 12:00:00 AM,12/31/1728 12:00:00 AM,F0154,F0049,2,1
I0479,Anzoletta,Carli,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0049,0,0
I0480,Agostino,Carli,,,M,,,,UNKNOWN,,1732,,,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/1732 12:00:00 AM,12/31/1732 12:00:00 AM,,F0049,0,0
I0481,Bionda,Carli,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0049,0,0
I0482,Elena,Carli,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0049,0,0
I0497,UNKNOWN,Carli,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0162,F0125,0,1
I0393,Agostino Giovanni,Carli-Rubbi,,,M,,,,1748,,1825,,,76 to 77,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1748 12:00:00 AM,12/31/1748 12:00:00 AM,1/1/1825 12:00:00 AM,12/31/1825 12:00:00 AM,,F0126,0,0
I0187,Oria,Castriota,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0066,,8,1
I0074,Cassandra,Catargis?Rosettis,,,F,,,,UNKNOWN,,> 1683,,,Unknown,Linked by Marriages,,0,FALSE,FALSE,0,ABT 1650,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/1684 12:00:00 AM,1/1/1684 12:00:00 AM,F0028,,2,1
I0431,Antonia,Chirico,,,F,,,,ca. 1736,,1763,,,26 to 28,Unknown,,0,FALSE,FALSE,0,1760,,,1/1/1735 12:00:00 AM,12/31/1736 12:00:00 AM,1/1/1763 12:00:00 AM,12/31/1763 12:00:00 AM,F0134,,3,1
I0435,Luca,Chirico,,,M,,Y,,ca. 1679,Ragusa,1749,,Ragusan Consul in Istanbul; 1st Dragoman of Britain,69 to 71,By Marriage,,0,FALSE,FALSE,0,ABT 1715,,,1/1/1678 12:00:00 AM,12/31/1679 12:00:00 AM,1/1/1749 12:00:00 AM,12/31/1749 12:00:00 AM,F0135,,3,1
I0436,Caterina,Chirico,,,F,,,,1716,,1792,,,75 to 76,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1716 12:00:00 AM,12/31/1716 12:00:00 AM,1/1/1792 12:00:00 AM,12/31/1792 12:00:00 AM,,F0135,0,0
I0437,Lucia,Chirico,,,F,,,,ca. 1722,,1758,,,35 to 37,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1721 12:00:00 AM,12/31/1722 12:00:00 AM,1/1/1758 12:00:00 AM,12/31/1758 12:00:00 AM,,F0135,0,0
I0438,Georgio,Chirico,,,M,,,,ca. 1727,,1767,,,39 to 41,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1726 12:00:00 AM,12/31/1727 12:00:00 AM,1/1/1767 12:00:00 AM,12/31/1767 12:00:00 AM,,F0135,0,0
I0098,Carl,Christoph,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0038,,0,1
I0289,Sultana,Chrysoscholeou,,,F,,,,< 1668,,1694,,,>= 26,Linked by Marriages,,0,FALSE,TRUE,0,1670,,,12/31/1667 12:00:00 AM,12/31/1667 12:00:00 AM,1/1/1694 12:00:00 AM,12/31/1694 12:00:00 AM,F0090,F0142,2,1
I0216,Maria,Civran,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0074,,0,1
I0452,Alexander,Coconul,,,M,,,,UNKNOWN,,,,,Unknown,Linked by Marriages,,0,FALSE,TRUE,0,1633,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0093,F0141,0,1
I0012,Antonio,Coressi,,,M,,Y,,UNKNOWN,,1688,,,Unknown,Descendant,0-01.03.02.01,0,FALSE,TRUE,0,,,2nd great grandson,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/1688 12:00:00 AM,12/31/1688 12:00:00 AM,,F0003,0,0
I0048,Bartolomea,Coressi,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0019,,5,1
I0056,Niccolo,Coressi,,,M,,Y,,< 1560,,,,"Appointed Interprete Pubblico a Candia Quale Possiede Felicemente La Lingua Turchesca.  ASV, Duca Di Candia, Busta 55, Officiali, Reg. 3, C. 49R-V (April 24, 1581)",>= 110,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/1559 12:00:00 AM,12/31/1559 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0021,,0,1
I0249,UNKNOWN,Coressi,,,M,,,,UNKNOWN,,,,,Unknown,Marr to Direct/Blood,0-01.03.02*s,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0003,,1,1
I0499,UNKNOWN,Costi,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0163,,0,1
I0174,Marco,d'Abri,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0062,,0,1
I0158,Maria,Da Plebe,,,F,,,,ca. 1560,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,BEF 1579,,,1/1/1559 12:00:00 AM,12/31/1560 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0056,F0057,1,1
I0160,UNKNOWN,Da Plebe,,,M,,,,UNKNOWN,,,,,Unknown,Linked by Marriages,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0057,,1,1
I0042,Domenico,Dandria,,,M,,,,UNKNOWN,,> 1669,,,Unknown,Linked by Marriages,,0,FALSE,FALSE,0,1669,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/1670 12:00:00 AM,1/1/1670 12:00:00 AM,F0014,,0,1
I0355,Francesco,Dane,,,M,,,,ca. 1640,,1707,,,66 to 68,By Marriage,,0,FALSE,FALSE,0,1662,,,1/1/1639 12:00:00 AM,12/31/1640 12:00:00 AM,1/1/1707 12:00:00 AM,12/31/1707 12:00:00 AM,F0112,,0,1
I0368,Alessandra,Dane,,,F,,,,ca. 1640,,,,,>= 110,Marr to Direct/Blood,0-01.03.01.03.01*s,0,FALSE,TRUE,0,ABT 1665,,,1/1/1639 12:00:00 AM,12/31/1640 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0119,F0121,2,1
I0370,Giovanni Battista,Dane,,,M,,,,1667,,1698,,,30 to 31,Marr to Direct/Blood,0-01.03.01.03.01.02*s,0,FALSE,FALSE,0,BEF 1693,,,1/1/1667 12:00:00 AM,12/31/1667 12:00:00 AM,1/1/1698 12:00:00 AM,12/31/1698 12:00:00 AM,F0120,,0,1
I0371,Cipriano,Dane,,,M,,Y,,ca. 1610,,1662,,Dragoman,51 to 53,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,1/1/1609 12:00:00 AM,12/31/1610 12:00:00 AM,1/1/1662 12:00:00 AM,12/31/1662 12:00:00 AM,F0121,,4,1
I0373,Bartolomeo,Dane,,,M,,Y,,ca. 1630,,1687,,Dragoman,56 to 58,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,1/1/1629 12:00:00 AM,12/31/1630 12:00:00 AM,1/1/1687 12:00:00 AM,12/31/1687 12:00:00 AM,F0122,F0121,0,1
I0374,Maria,Dane,,,F,,,,ca. 1630,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1629 12:00:00 AM,12/31/1630 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0121,0,0
I0375,Elisabetta,Dane,,,F,,,,ca. 1640,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1639 12:00:00 AM,12/31/1640 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0121,0,0
I0408,Antonio,Darduin,,,M,,Y,,< 1685,,> 1727,,Venetian Dragoman Under Memmo,>= 110,Unknown,,0,FALSE,FALSE,0,,,,12/31/1684 12:00:00 AM,12/31/1684 12:00:00 AM,1/1/1728 12:00:00 AM,1/1/1728 12:00:00 AM,,,0,0
I0159,UNKNOWN,De Faro,,,F,,,,UNKNOWN,,,,,Unknown,Linked by Marriages,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0057,F0058,1,1
I0161,Mathias,De Faro,,,M,,Y,,UNKNOWN,,,,Imperial Dragoman,Unknown,Linked by Marriages,,0,FALSE,FALSE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0058,0,0
I0059,Aloisia,De Negri,,,F,,,,1609,,1670,,,60 to 61,Marr to Direct/Blood,0-01.03.01.03*s,0,FALSE,FALSE,0,UNKNOWN,,,1/1/1609 12:00:00 AM,12/31/1609 12:00:00 AM,1/1/1670 12:00:00 AM,12/31/1670 12:00:00 AM,F0023,,6,1
I0228,Francesco,De Negri,,,M,,,,ca. 1660,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,BEF 1684,,,1/1/1659 12:00:00 AM,12/31/1660 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0077,F0124,10,1
I0229,Bernardo,De Negri,,,M,,,,1684,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1684 12:00:00 AM,12/31/1684 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0077,0,0
I0230,Bartolomeo,De Negri,,,M,,,,1687,,1687,,,< 1,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1687 12:00:00 AM,12/31/1687 12:00:00 AM,1/1/1687 12:00:00 AM,12/31/1687 12:00:00 AM,,F0077,0,0
I0231,Clara Constantia,De Negri,,,F,,,,1688,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1688 12:00:00 AM,12/31/1688 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0077,0,0
I0232,Maria,De Negri,,,F,,,,1690,,1764,,,73 to 74,Marr to Direct/Blood,0-00.01.01.03*s,0,FALSE,TRUE,0,1715,,,1/1/1690 12:00:00 AM,12/31/1690 12:00:00 AM,1/1/1764 12:00:00 AM,12/31/1764 12:00:00 AM,F0052,F0077,10,1
I0233,Antonio,De Negri,,,M,,,,1691,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1691 12:00:00 AM,12/31/1691 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0077,0,0
I0234,Catarina,De Negri,,,F,,,,1693,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1693 12:00:00 AM,12/31/1693 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0077,0,0
I0235,Andrea,De Negri,,,M,,,,1696,,1703,,,6 to 7,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1696 12:00:00 AM,12/31/1696 12:00:00 AM,1/1/1703 12:00:00 AM,12/31/1703 12:00:00 AM,,F0077,0,0
I0236,Stefano,De Negri,,,M,,,,1701,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1701 12:00:00 AM,12/31/1701 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0077,0,0
I0237,Christoforo,De Negri,,,M,,,,1703,,1703,,,< 1,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1703 12:00:00 AM,12/31/1703 12:00:00 AM,1/1/1703 12:00:00 AM,12/31/1703 12:00:00 AM,,F0077,0,0
I0238,Daniele,De Negri,,,M,,,,1696,,1696,,,< 1,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1696 12:00:00 AM,12/31/1696 12:00:00 AM,1/1/1696 12:00:00 AM,12/31/1696 12:00:00 AM,,F0077,0,0
I0378,Assanina,De Negri,,,F,,,,< 1667,,1698,,,>= 31,By Marriage,,0,FALSE,TRUE,0,ABT 1682,,,12/31/1666 12:00:00 AM,12/31/1666 12:00:00 AM,1/1/1698 12:00:00 AM,12/31/1698 12:00:00 AM,F0123,F0124,5,1
I0383,Bernardo,De Negri,,,M,,,,< 1640,,,,,>= 110,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/1639 12:00:00 AM,12/31/1639 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0124,,4,1
I0384,Luca,De Negri,,,M,,,,ca. 1670,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1669 12:00:00 AM,12/31/1670 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0124,0,0
I0385,Gioia,De Negri,,,F,,,,ca. 1670,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1669 12:00:00 AM,12/31/1670 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0124,0,0
I0245,Bartolomeo,De Testa,,,M,,,,1723,,1809,,,85 to 86,Descendant,0-00.01.01.03.08,0,FALSE,TRUE,0,UNKNOWN,,3rd great grandson,1/1/1723 12:00:00 AM,12/31/1723 12:00:00 AM,1/1/1809 12:00:00 AM,12/31/1809 12:00:00 AM,F0151,F0052,3,1
I0471,Henri,De Testa,,,M,,Y,,UNKNOWN,,,,Imperial Dragoman,Unknown,Descendant,0-00.01.01.03.08.02,0,FALSE,TRUE,0,,,4th great grandson,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0151,0,0
I0472,Jean-Antoine,De Testa,,,M,,,,UNKNOWN,,,,Imperial Chancellor,Unknown,Descendant,0-00.01.01.03.08.03,0,FALSE,TRUE,0,,,4th great grandson,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0151,0,0
I0473,Gaspar,De Testa,,,M,,Y,,UNKNOWN,,,,Imperial Apprentice Dragoman,Unknown,Descendant,0-00.01.01.03.08.01,0,FALSE,TRUE,0,,,4th great grandson,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0151,0,0
I0440,Stefano,di Gioveni,,,M,,Y,,< 1560,,1599,,Venetian Dragoman in Alexandria,>= 39,Unknown,,0,FALSE,FALSE,0,,,,12/31/1559 12:00:00 AM,12/31/1559 12:00:00 AM,1/1/1599 12:00:00 AM,12/31/1599 12:00:00 AM,,F0136,0,0
I0441,Alessandra,di Gioveni,,,F,,,,UNKNOWN,,,,,Unknown,Unknown,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0137,F0136,1,1
I0189,Laura,Dukaina,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0067,,7,1
I0204,Giovanni,Dukaina,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0070,,0,1
I0494,Ginevretta,Fiesco,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0160,,1,1
I0358,Pierre Joachim,Fonton,,,M,,Y,,1687,,1756,,French Grand Dragoman,68 to 69,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,1/1/1687 12:00:00 AM,12/31/1687 12:00:00 AM,1/1/1756 12:00:00 AM,12/31/1756 12:00:00 AM,F0114,F0115,1,1
I0359,Joachim,Fonton,,,M,,Y,,1651,,1707,,French Grand Dragoman,55 to 56,Linked by Marriages,,0,FALSE,FALSE,0,1686,,,1/1/1651 12:00:00 AM,12/31/1651 12:00:00 AM,1/1/1707 12:00:00 AM,12/31/1707 12:00:00 AM,F0115,,1,1
I0451,Charles,Fonton,,,M,,Y,,1725,,1793,,1st Dragoman and Chancellor of French Consulate in Izmir,67 to 68,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1725 12:00:00 AM,12/31/1725 12:00:00 AM,1/1/1793 12:00:00 AM,12/31/1793 12:00:00 AM,,F0114,0,0
I0253,Lucrezia,Fornetti,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,BEF 1676,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0081,F0082,2,1
I0256,Francesco,Fornetti,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0082,F0083,1,1
